step	nv	2
still	j	1
still	n	1
still	b	1
stingy	j	2
stomach	n	1
stomachache	n	2
stone	n	2
stop	nv	1
store	n	1
store	v	1
storm	n	2
stormy	j	2
story	n	1
stove	n	2
straight	bj	1
strange	j	1
stranger	n	1
straw	n	2
strawberry	n	1
stream	n	2
street	n	1
strike	nv	2
string	nv	1
strong	j	1
student	n	1
study	nv	1
stupid	j	1
style	n	2
subject	jv	1
subject	n	1
subway	n	2
succeed	v	2
success	n	2
successful	j	1
such	jr	2
sudden	jn	2
sugar	n	1
suggest	v	2
suit	n	2
suit	v	2
summer	n	1
sun	n	1
sunday	n	1
sunny	j	1
super	bj	2
supermarket	n	1
supper	n	2
support	nv	2
sure	j	1
sure	b	1
surf	nv	1
surprise	nv	1
surprised	j	1
survive	v	2
swallow	nv	2
swallow	n	2
swan	n	2
sweater	n	1
sweep	v	2
sweet	jn	1
swim	v	1
swimsuit	n	2
swing	nv	1
symbol	n	2
system	n	2
t-shirt	n	1
table	n	1
table tennis	n	2
tail	n	1
taiwan	n	1
take	v	1
talent	n	2
talk	nv	1
talkative	j	2
tall	j	1
tangerine	n	2
tank	n	2
tape	nv	1
taste	nv	1
taxi	n	1
tea	n	1
teach	v	1
teacher	n	1
team	n	1
teapot	n	2
tear	n	2
tear	v	2
teenager	n	1
telephone	nv	1
television	n	1
tell	v	1
temperature	n	2
temple	n	1
ten	jmnr	1
tennis	n	1
tent	n	2
term	n	2
term	v	2
terrible	j	1
terrific	j	2
test	nv	1
textbook	n	2
than	cp	1
thank	nv	1
that	c	1
that	jr	1
that	b	1
the	a	1
theater	n	1
their	d	1
theirs	r	1
them	r	1
themselves	r	1
then	bj	1
there	bn	1
therefore	b	2
these	jr	1
they	r	1
thick	j	1
thief	n	2
thin	j	1
thing	n	1
think	v	1
third	bjn	1
thirsty	j	1
thirteen	jmnr	1
thirty	jmnr	1
this	jr	1
this	b	1
those	jr	1
though	bc	1
thought	n	2
thousand	jmnr	1
three	jmnr	1
throat	n	1
through	bp	1
throw	v	1
thumb	n	2
thunder	nv	2
thursday	n	1
ticket	n	1
tidy	jv	1
tie	n	1
tie	v	1
tiger	n	1
till	cp	2
time	nv	1
tiny	j	2
tip	n	1
tip	v	1
tired	j	1
title	n	2
to	fp	1
toast	n	1
toast	v	1
today	bn	1
toe	n	1
tofu	n	2
together	b	1
toilet	n	2
tomato	n	1
tomorrow	bn	1
tongue	n	2
tonight	bn	1
too	b	1
tool	n	1
tooth	n	1
toothache	n	2
toothbrush	n	2
top	jnv	1
topic	n	1
total	jnv	1
touch	nv	1
toward	p	2
towel	n	1
tower	n	2
town	n	1
toy	n	1
trace	nv	2
trade	nv	2
tradition	n	2
traditional	j	2
traffic	n	1
train	n	1
train	v	1
trap	nv	2
trash	nv	1
travel	nv	2
treasure	nv	2
treat	nv	1
tree	n	1
triangle	n	2
trick	nv	1
trip	n	1
trouble	nv	1
trousers	n	2
truck	n	1
true	j	1
trumpet	n	2
trust	nv	2
truth	n	2
try	nv	1
tub	n	2
tube	n	2
tuesday	n	1
tunnel	n	2
turkey	n	2
turn	v	1
turn	n	1
turtle	n	1
tv	n	1
twelve	jmnr	1
twenty	jmnr	1
twice	b	1
two	jmnr	1
type	v	1
type	n	1
typhoon	n	1
u.s.a.	n	1
ugly	j	1
umbrella	n	1
uncle	n	1
under	bp	1
underline	v	2
underpass	n	2
understand	v	1
underwear	n	2
unhappy	j	1
uniform	jn	1
unique	j	2
universe	n	2
university	n	2
until	cp	1
up	bjp	1
up	v	1
upload	v	1
upon	p	2
upper	j	2
upstairs	bjn	2
us	r	1
usa	n	1
use	nv	1
useful	j	1
usual	j	2
usually	b	1
vacation	nv	1
valley	n	2
valuable	j	2
value	nv	2
vegetable	jn	1
vendor	n	2
very	b	1
very	j	1
vest	n	2
victory	n	2
video	nv	1
village	n	2
vinegar	n	2
violin	n	1
visit	nv	1
visitor	n	1
vocabulary	n	2
voice	n	1
volleyball	n	2
vote	nv	2
waist	n	2
wait	v	1
waiter	n	1
waitress	n	1
wake	v	1
walk	nv	1
wall	n	1
wallet	n	1
want	v	1
war	n	2
warm	jv	1
was	v	1
wash	v	1
waste	nv	2
watch	n	1
watch	v	1
water	nv	1
waterfall	n	2
watermelon	n	1
wave	n	1
wave	v	1
way	b	1
way	n	1
we	r	1
weak	j	1
wear	v	1
weather	n	1
wedding	n	2
wednesday	n	1
week	n	1
weekday	n	2
weekend	n	1
weight	n	2
welcome	nv	1
welcome	j	1
well	n	1
well	bj	1
were	v	1
west	bjn	1
wet	jv	1
whale	n	2
what	jr	1
wheel	n	2
when	bcr	1
where	bc	1
whether	c	1
which	cjr	1
while	c	1
while	n	1
white	jn	1
who	cr	1
whole	jn	2
whose	cd	1
why	bc	1
wide	j	1
wife	n	1
wild	jn	2
will	n	1
will	x	1
win	nv	1
wind	n	1
window	n	1
windy	j	1
wing	n	2
winner	n	2
winter	n	1
wise	j	1
wish	nv	1
with	p	1
without	p	1
wok	n	2
wolf	n	2
woman	n	1
women's room	n	2
wonderful	j	1
wood	n	2
word	n	1
work	nv	1
workbook	n	1
worker	n	1
world	n	1
worm	nv	2
worry	nv	1
would	x	1
wound	nv	2
wrist	n	2
write	v	1
writer	n	1
wrong	bjn	1
yard	n	1
yeah	bi	1
year	n	1
yell	nv	2
yellow	jn	1
yes	bi	1
yesterday	bn	1
yet	bc	1
you	r	1
young	jn	1
your	d	1
yours	r	1
yourself	r	1
yourselves	r	1
youth	n	2
yummy	j	1
zebra	n	1
zero	jmnr	1
zoo	n	1
