附錄五：參考字彙表（2000 字）
表一、基本 1200 字（依字母排列）
a/an	1
a few	1
a little	1
a lot	1
a.m.	1
able	1
about	1
above	1
abroad	1
across	1
act	1
action	1
actor	1
actress	1
actually	1
afraid	1
after	1
afternoon	1
again	1
age	1
ago	1
agree	1
ahead	1
air	1
airplane	1
plane	1
airport	1
all	1
allow	1
almost	1
along	1
already	1
also	1
always	1
America	1
American	1
and	1
angle	1
angry	1
animal	1
another	1
answer	1
ant	1
any	1
anyone	1
anybody	1
anything	1
apartment	1
appear	1
apple	1
April	1
area	1
arm	1
around	1
arrive	1
art	1
as	1
ask	1
at	1
attack	1
August	1
aunt	1
autumn	1
fall	1
away	1
baby	1
back	1
bad	1
badminton	1
bag	1
bake	1
bakery	1
balcony	1
banana	1
band	1
bank	1
baseball	1
basket	1
basketball	1
bat	1
bath	1
bathroom	1
be	1
am	1
is	1
are	1
was	1
were	1
been	1
beach	1
bean	1
bear	1
beautiful	1
because	1
become	1
bed	1
bedroom	1
bee	1
beef	1
before	1
begin	1
behind	1
believe	1
bell	1
belong	1
below	1
belt	1
bench	1
beside	1
between	1
bicycle	1
bike	1
big	1
bird	1
birthday	1
bite	1
black	1
blackboard	1
blank	1
blanket	1
blind	1
block	1
blow	1
blue	1
boat	1
body	1
boil	1
book	1
bookstore	1
bored	1
boring	1
born	1
borrow	1
boss	1
both	1
bottle	1
bottom	1
bow	1
bowl	1
box	1
boy	1
brave	1
bread	1
break	1
breakfast	1
bridge	1
bright	1
bring	1
brother	1
brown	1
brush	1
bug	1
build	1
bun	1
burn	1
bus	1
business	1
businessman	1
busy	1
but	1
butter	1
butterfly	1
button	1
buy	1
by	1
cake	1
call	1
camera	1
camp	1
can	1
could	1
candle	1
candy	1
cap	1
car	1
card	1
care	1
careful	1
carry	1
case	1
castle	1
cat	1
catch	1
celebrate	1
cellphone	1
cent	1
center	1
centimeter	1
chair	1
chalk	1
chance	1
change	1
cheap	1
cheat	1
check	1
cheer	1
cheese	1
chicken	1
child	1
China	1
Chinese	1
chocolate	1
choice	1
choose	1
chopsticks	1
Christmas	1
church	1
circle	1
city	1
clap	1
class	1
classmate	1
classroom	1
clean	1
clear	1
clerk	1
climb	1
clock	1
close	1
clothes	1
cloud	1
cloudy	1
club	1
coat	1
coffee	1
cold	1
collect	1
color	1
comb	1
come	1
comfortable	1
comic	1
common	1
computer	1
convenient	1
cook	1
cookie	1
cool	1
copy	1
corner	1
correct	1
cost	1
couch	1
count	1
country	1
course	1
cousin	1
cover	1
cow	1
crazy	1
cross	1
cry	1
cup	1
cut	1
cute	1
dance	1
dangerous	1
dark	1
date	1
daughter	1
day	1
dead	1
deal	1
dear	1
death	1
December	1
decide	1
deep	1
define	1
delicious	1
dentist	1
department store	1
desk	1
dictionary	1
die	1
different	1
difficult	1
dig	1
dining room	1
dinner	1
dirty	1
dish	1
do	1
does	1
did	1
done	1
doctor	1
Dr.	1
dog	1
doll	1
dollar	1
door	1
dot	1
down	1
download	1
dozen	1
draw	1
drawer	1
dream	1
dress	1
drink	1
drive	1
driver	1
drop	1
drum	1
dry	1
duck	1
during	1
each	1
ear	1
early	1
earth	1
earthquake	1
east	1
Easter	1
easy	1
eat	1
egg	1
eight	1
eighteen	1
eighty	1
either	1
elementary school	1
elephant	1
eleven	1
else	1
e-mail	1
end	1
engineer	1
English	1
enjoy	1
enough	1
enter	1
envelope	1
eraser	1
error	1
eve	1
even	1
evening	1
ever	1
every	1
everyone	1
everybody	1
everything	1
example	1
excellent	1
except	1
excited	1
exciting	1
excuse	1
exercise	1
expect	1
expensive	1
experience	1
explain	1
eye	1
face	1
fact	1
factory	1
fail	1
fall	1
family	1
famous	1
fan	1
far	1
farm	1
farmer	1
fast	1
fat	1
father	1
dad	1
daddy	1
favorite	1
February	1
feed	1
feel	1
festival	1
fever	1
few	1
fifteen	1
fifty	1
fight	1
file	1
fill	1
finally	1
find	1
fine	1
finger	1
finish	1
fire	1
first	1
fish	1
fisherman	1
five	1
fix	1
