附錄五：參考字彙表（2000 字）
表一、基本 1200 字（依字母排列）
floor	1
flower	1
fly	1
follow	1
food	1
fool	1
foot	1
for	1
foreign	1
foreigner	1
forget	1
fork	1
forty	1
four	1
fourteen	1
fox	1
free	1
fresh	1
Friday	1
friend	1
friendly	1
fries	1
French fries	1
frog	1
from	1
front	1
fruit	1
fry	1
full	1
fun	1
funny	1
future	1
game	1
garden	1
garbage	1
gas	1
gate	1
get	1
ghost	1
giant	1
gift	1
girl	1
give	1
glad	1
glass	1
glasses	1
glove	1
glue	1
go	1
goat	1
god	1
good	1
good-bye	1
goodbye	1
bye	1
goose	1
grade	1
gram	1
grandfather	1
grandpa	1
grandmother	1
grandma	1
grape	1
grass	1
gray	1
great	1
green	1
ground	1
group	1
grow	1
guava	1
guess	1
guitar	1
guy	1
gym	1
habit	1
hair	1
half	1
Halloween	1
ham	1
hamburger	1
burger	1
hand	1
handsome	1
hang	1
happen	1
happy	1
hard	1
hard-working	1
hat	1
hate	1
have	1
has	1
had	1
he	1
him	1
his	1
himself	1
head	1
headache	1
health	1
healthy	1
hear	1
heart	1
heat	1
heavy	1
height	1
hello	1
help	1
helpful	1
hen	1
here	1
hey	1
hi	1
hide	1
high	1
hike	1
hill	1
history	1
hit	1
hobby	1
hold	1
holiday	1
home	1
homework	1
honest	1
honey	1
hope	1
horse	1
hospital	1
hot	1
hot dog	1
hotel	1
hour	1
house	1
housewife	1
how	1
however	1
hundred	1
hungry	1
hunt	1
hurry	1
hurt	1
husband	1
I	1
me	1
my	1
mine	1
myself	1
ice	1
ice cream	1
idea	1
if	1
important	1
in	1
inch	1
insect	1
inside	1
interest	1
interested	1
interesting	1
Internet	1
Net	1
interview	1
into	1
invite	1
island	1
it	1
its	1
itself	1
item	1
jacket	1
January	1
jeans	1
job	1
jog	1
join	1
joke	1
joy	1
juice	1
July	1
jump	1
June	1
junior high school	1
just	1
keep	1
key	1
kick	1
kid	1
kill	1
kilogram	1
kind	1
king	1
kiss	1
kitchen	1
kite	1
knee	1
knife	1
knock	1
know	1
knowledge	1
lake	1
lamp	1
land	1
language	1
large	1
last	1
late	1
later	1
laugh	1
lawyer	1
lazy	1
lead	1
leader	1
learn	1
least	1
leave	1
left	1
leg	1
lemon	1
lend	1
less	1
lesson	1
let	1
letter	1
level	1
library	1
lie	1
life	1
light	1
like	1
line	1
lion	1
lip	1
list	1
listen	1
little	1
live	1
living room	1
lonely	1
long	1
look	1
lose	1
loud	1
love	1
lovely	1
low	1
lucky	1
lunch	1
machine	1
mad	1
magic	1
mail	1
mailman	1
mail carrier	1
main	1
make	1
man	1
many	1
map	1
March	1
mark	1
marker	1
market	1
married	1
mask	1
math	1
mathematics	1
matter	1
may	1
might	1
May	1
maybe	1
meal	1
mean	1
meat	1
medicine	1
medium	1
meet	1
meeting	1
member	1
menu	1
metro	1
middle	1
mile	1
milk	1
million	1
mind	1
minute	1
Miss	1
miss	1
mistake	1
modern	1
moment	1
Monday	1
money	1
monkey	1
month	1
moon	1
more	1
morning	1
mop	1
most	1
mother	1
mom	1
mommy	1
motorcycle	1
mountain	1
mouse	1
mouth	1
move	1
movie	1
Mr.	1
Mrs.	1
Ms.	1
much	1
mud	1
museum	1
music	1
must	1
nail	1
name	1
national	1
nature	1
near	1
neck	1
need	1
neighbor	1
never	1
new	1
news	1
newspaper	1
next	1
nice	1
night	1
nine	1
nineteen	1
ninety	1
no	1
nobody	1
noise	1
noisy	1
noodle	1
noon	1
north	1
nose	1
not	1
note	1
notebook	1
nothing	1
notice	1
November	1
now	1
number	1
nurse	1
o'clock	1
October	1
of	1
off	1
office	1
officer	1
often	1
oil	1
OK	1
old	1
on	1
once	1
one	1
only	1
open	1
or	1
orange	1
order	1
other	1
out	1
outside	1
over	1
own	1
p.m.	1
pack	1
package	1
page	1
paint	1
pair	1
pants	1
papaya	1
paper	1
parent	1
park	1
part	1
party	1
pass	1
past	1
paste	1
pay	1
PE	1
physical education	1
peach	1
pear	1
pen	1
pencil	1
people	1
perhaps	1
person	1
pet	1
photo	1
piano	1
pick	1
picnic	1
picture	1
pie	1
piece	1
pig	1
pin	1
pink	1
pipe	1
pizza	1
place	1
plan	1
planet	1
plant	1
plate	1
play	1
player	1
playground	1
please	1
pleasure	1
pocket	1
point	1
police	1
polite	1
pond	1
pool	1
poor	1
pop	1
popcorn	1
popular	1
pork	1
possible	1
post office	1
postcard	1
pot	1
pound	1
power	1
probably	1
practice	1
pray	1
prepare	1
present	1
pretty	1
price	1
prize	1
problem	1
program	1
proud	1
public	1
pull	1
pumpkin	1
puppy	1
purple	1
push	1
put	1
quarter	1
queen	1
question	1
quick	1
quiet	1
quite	1
quiz	1
rabbit	1
race	1
radio	1
rain	1
rainbow	1
rainy	1
raise	1
rat	1
reach	1
read	1
ready	1
real	1
really	1
reason	1
red	1
refrigerator	1
fridge	1
relative	1
remember	1
repeat	1
report	1
reporter	1
rest	1
restaurant	1
restroom	1
rice	1
rich	1
ride	1
right	1
ring	1
rise	1
river	1
road	1
robot	1
R.O.C.	1
ROC	1
rock	1
roll	1
room	1
root	1
rope	1
rose	1
round	1
row	1
rule	1
ruler	1
run	1
sad	1
safe	1
sail	1
salad	1
sale	1
salesman	1
salt	1
same	1
sandwich	1
Saturday	1
save	1
say	1
scared	1
school	1
science	1
scooter	1
screen	1
sea	1
season	1
seat	1
second	1
secretary	1
see	1
seed	1
seesaw	1
seldom	1
sell	1
send	1
senior high school	1
sentence	1
September	1
serious	1
service	1
set	1
seven	1
seventeen	1
seventy	1
several	1
shake	1
shape	1
share	1
sharp	1
she	1
her	1
hers	1
herself	1
sheep	1
shine	1
ship	1
shirt	1
shoe	1
shop	1
shopkeeper	1
short	1
shorts	1
should	1
shoulder	1
shout	1
show	1
shower	1
shy	1
sick	1
side	1
sidewalk	1
sight	1
sign	1
simple	1
since	1
sing	1
singer	1
sir	1
sister	1
sit	1
six	1
sixteen	1
sixty	1
size	1
skirt	1
sky	1
sleep	1
slide	1
slim	1
slow	1
small	1
smart	1
smell	1
smile	1
smoke	1
snack	1
snake	1
snow	1
snowy	1
so	1
soccer	1
socks	1
sofa	1
soldier	1
some	1
someone	1
somebody	1
something	1
sometimes	1
somewhere	1
son	1
song	1
soon	1
sore	1
sorry	1
sound	1
soup	1
south	1
space	1
speak	1
special	1
spell	1
spend	1
spider	1
spoon	1
sports	1
spring	1
square	1
stairs	1
stamp	1
stand	1
star	1
start	1
station	1
stay	1
steak	1
still	1
stomach	1
stop	1
store	1
story	1
straight	1
strange	1
stranger	1
strawberry	1
street	1
string	1
strong	1
student	1
study	1
stupid	1
subject	1
successful	1
sugar	1
summer	1
sun	1
Sunday	1
sunny	1
supermarket	1
sure	1
surf	1
surprise	1
surprised	1
sweater	1
sweet	1
swim	1
swing	1
table	1
tail	1
Taiwan	1
take	1
talk	1
tall	1
tape	1
taste	1
taxi	1
tea	1
teach	1
teacher	1
team	1
teenager	1
telephone	1
phone	1
television	1
TV	1
tell	1
temple	1
ten	1
tennis	1
terrible	1
test	1
than	1
thank	1
that	1
the	1
theater	1
then	1
there	1
these	1
they	1
them	1
their	1
theirs	1
themselves	1
thick	1
thin	1
thing	1
think	1
third	1
thirsty	1
thirteen	1
thirty	1
this	1
those	1
though	1
although	1
thousand	1
three	1
throat	1
through	1
throw	1
Thursday	1
ticket	1
tidy	1
tie	1
tiger	1
time	1
tip	1
tired	1
to	1
toast	1
today	1
toe	1
together	1
tomato	1
tomorrow	1
tonight	1
too	1
tool	1
tooth	1
top	1
topic	1
total	1
touch	1
towel	1
town	1
toy	1
traffic	1
train	1
trash	1
treat	1
tree	1
trick	1
trip	1
trouble	1
truck	1
true	1
try	1
T-shirt	1
Tuesday	1
turn	1
turtle	1
twelve	1
twenty	1
twice	1
two	1
type	1
typhoon	1
ugly	1
umbrella	1
uncle	1
under	1
understand	1
unhappy	1
uniform	1
until	1
up	1
upload	1
U.S.A.	1
USA	1
use	1
useful	1
usually	1
vacation	1
vegetable	1
very	1
video	1
violin	1
visit	1
visitor	1
voice	1
wait	1
waiter	1
waitress	1
wake	1
walk	1
wall	1
wallet	1
want	1
warm	1
wash	1
watch	1
water	1
watermelon	1
wave	1
way	1
we	1
us	1
our	1
ours	1
ourselves	1
weak	1
wear	1
weather	1
Wednesday	1
week	1
weekend	1
welcome	1
well	1
west	1
wet	1
what	1
when	1
where	1
whether	1
which	1
while	1
white	1
who	1
whose	1
why	1
wide	1
wife	1
will	1
would	1
win	1
wind	1
window	1
windy	1
winter	1
wise	1
wish	1
with	1
without	1
woman	1
wonderful	1
word	1
work	1
workbook	1
worker	1
world	1
worry	1
write	1
writer	1
wrong	1
yard	1
year	1
yellow	1
yes	1
yeah	1
yesterday	1
yet	1
you	1
your	1
yours	1
yourself	1
yourselves	1
young	1
yummy	1
zebra	1
zero	1
zoo	1
