第一級
bullet n.
bump n./v.
bunch n.
bundle n.
bury v.
bush n.
buzz n./v.
cabin n.
cable n./v.
cafeteria n. campus n.
canyon n.
capable adj. captain n.
capture v./n.
career n.
carpenter n. carpet n./v. carriage n. cart n./v.
cast v./n.
casual adj. cattle n.
cave n./v.
champion n. charm n./v. chat n./v.
cheek n.
cheerful adj. cherry n./adj. chest n.
chill n./v./adj. chilly adj.
chimney n. chin n.
chip n./v.
chop n./v.
cigarette n. cinema n. circus n.
citizen n.
civil adj.
clay n.
cleaner n. client n.
clinic n.
clip n./v.
closet n.
clothe v.
clown n./v. clue n.
coach n./v. cock n.
cocktail n. coconut n.
collar n.
collection n.
colony n.
colorful adj.
column n.
comfort n./v.
comma n.
committee n. communicate v. comparison n. compete v.
complain v.
complaint n.
concert n.
conclusion n. cone n.
confirm v.
confuse v.
connect v.
conscious adj. considerable adj. constant adj./n. continent n.
controller n.
cooker n.
costly adj.
cotton n.
cough n./v.
countable adj. county n.
crab n.
cradle n./v.
crane n./v.
crash n./v.
crawl v./n.
creative adj.
creator n.
creature n.
credit n./v.
crew n.
cricket n.
criminal adj./n. crispy adj.
crop n./v.
crown n./v.
cruel adj.
cupboard n. dairy n.
dam n./v.
dare aux./v.
darling n./adj. dash n./v.
database n. dawn n./v.
dealer n.
decade n.
deck n.
decorate v.
decrease v./n. deed n.
deepen v.
definition n. democracy n. democratic adj. deposit n./v. designer n.
desirable adj. desire n./v.
dessert n.
destroy v.
detect v.
determine v. devil n.
dim adj./v.
dime n.
dine v.
dinosaur n.
dip v./n.
dirt n.
discount n./v.
dishonest adj.
disk/disc n.
dislike v./n.
ditch n./v.
dive n./v.
dizzy adj.
dock n./v.
dolphin n.
donkey n.
dose n./v.
doubtful adj.
doughnut n.
downtown adj./adv./n. drag v./n.
dragonfly n.
drain v./n.
dramatic adj.
drip n./v.
drown v.
drugstore n.
drunk adj./n.
dumb adj.
dump v./n.
dumpling n.
dust n./v.
eager adj.
echo n./v.
edit v.
editor n.
educate v.
educational adj. efficient adj.
elbow n./v.
elderly adj.
elect v./adj.
election n.
electricity n.
electronic adj.
element n.
elevator n.
emergency n.
emotional adj.
emperor n.
enable v.
energetic adj.
engage(ment) v./(n.) enjoyable adj.
entry n.
envy n./v.
erase v.
excellence n.
exchange n./v.
exhibition n.
expectation n.
experiment n./v. explode v.
explore v.
export n./v.
expressive adj.
extreme adj./n.
fade v.
faint adj./v./n.
fairly adv.
fairy n./adj.
faith n.
fake adj./v./n.
familiar adj.
fancy adj./n./v.
fare n.
farther adv./adj.
fashionable adj. faucet n.
fearful adj.
feather n.
fence n.
fighter n.
firework n.
fist n./v.
flame n./v.
flash n./v.
flashlight n. flavor n./v.
flesh n.
float v./n.
flock n./v.
flood n./v.
flour n.
flute n.
foggy adj.
fold v./n.
follower n.
fond adj.
forever adv.
fortune n.
fountain n.
frank adj.
freeze v./n.
freezer n.
frequent adj./v. fright n.
frighten v.
fuel n./v.
fund n./v.
fur n.
gallon n.
gamble n./v. gang n./v.
gap n.
garage n.
gasoline/gas n. geography n. gesture n./v. glance n./v.
global adj.
glory n.
glow n./v.
golf n./v.
gossip n./v.
governor n.
grab v./n.
graduate n./v. grasp v./n.
grasshopper n. grassy adj.
greedy adj.
greenhouse n. grin n./v.
grocery n.
guidance n.
gum n.
hairdresser n. hallway n.
hammer n./v. handful n.
handkerchief n. handy adj.
hanger n.
harbor n./v.
harm n./v.
harmful adj.
harvest n./v.
hasty adj.
hatch n./v.
hateful adj.
hay n.
headline n./v. headquarters n. heal v.
heap n./v.
heater n.
heel n./v.
hell n.
helmet n.
hesitate v.
hint n./v.
hire v./n.
historian n.
historic adj.
holder n.
hollow adj./n./v.
holy adj.
homesick adj. hometown n. honesty n.
honor n./v.
hopeful adj.
horn n.
horrible adj. horror n.
hourly adj./adv. housekeeper n. hug n./v.
hum v.
humid adj.
humor n.
humorous adj. hunger n.
hut n.
icy adj.
imagination n. immediate adj. import n./v.
impress v.
indoor adj.
indoors adv. industrial adj. inferior adj./n. inform v.
information n. injury n.
inn n.
inner adj.
innocent adj. inspect v.
inspector n. intelligent adj. interrupt v.
invent v.
inventor n.
investigate v.
invitation n. ivory n./adj.
jail n./v.
jar n.
jaw n.
jazz n.
jealous adj.
jeep n.
jelly n.
jet n./v.
jewel n.
jewelry n.
journey n./v. joyful adj.
juicy adj.
jungle n.
junior adj./n. junk n./v.
kangaroo n. keyboard n. kidney n.
kilometer n. kindergarten n. kingdom n.
kit n.
knight n.
knit v./n.
knot n./v.
koala n.
label n./v.
lace n./v.
ladder n.
lately adv.
laughter n.
laundry n.
lawn n.
leak n./v.
leap n./v.
learning n.
leather n.
leisure n.
lemonade n.
leopard n.
lettuce n.
liberty n.
lick v./n.
lifetime n.
lighthouse n.
lightning n.
lily n.
limb n.
litter n./v.
lively adj.
loaf n.
lobby n.
locate v.
location n.
lock n./v.
log n./v.
lollipop n.
loose adj.
lord n.
loser n.
lover n.
luggage n.
lung n.
magical adj.
magician n.
magnet n.
maid n.
majority n.
mall n.
mankind/humankind n. marble n.
march n./v.
marker n.
marvelous adj.
mathematical adj. mayor n.
meadow n.
meaningful adj. meanwhile n./adv. medal n.
medium/media n. melon n.
melt v.
mend v.
mental adj.
merry adj.
mess n./v.
microphone/mike n. microwave n./v. mighty adj.
minus prep./n./adj. miracle n.
misery n.
missile n.
missing adj.
mission n.
mist n./v.
mob n./v.
mobile adj.
moist adj.
moisture n.
monk n.
monster n.
monthly adj./adv./n. moral adj./n.
mosquito n.
mostly adv.
motel n.
moth n.
motor n.
multiply v.
murder n./v.
muscle n.
mushroom n./v. mystery n.
naked adj.
nap n./v.
napkin n.
native adj./n.
navy n.
neat adj.
necessity n.
necktie n.
neighborhood n.
nest n./v.
nickname n./v.
normal adj.
novelist n.
nun n.
oak n.
observe v.
occasion n.
odd adj.
omit v.
ongoing adj.
onion n.
onto prep.
operation n.
opportunity n.
opposite adj./n./prep./adv. optimistic adj.
oral adj./n.
organic adj.
organize v.
original adj./n.
outdoor adj.
outdoors adv.
outer adj.
outline n./v.
oven n.
overseas adv./adj.
owe v.
owl n.
ownership n.
ox n.
pad n./v.
painter n.
pal n.
palace n.
palm n.
pancake n.
panic n./v.
parade n./v.
paradise n.
parcel n./v.
parrot n./v.
passage n.
passenger n. passion n.
passport n.
pat v./n.
patience n.
pause n./v.
pave(ment) v./(n.) pea n.
peanut n.
pearl n.
peel v./n.
penguin n.
penny n.
pepper n.
perform v.
performance n. permission n. permit v./n.
persuade v.
photographer n. pigeon n.
pile n./v.
pill n.
pilot n./v.
pine n.
pineapple n.
pint n.
pit n.
pitch n./v.
pity n./v.
plastic n./adj.
playful adj.
plenty pron./n./adv. plug n./v.
pole n.
political adj.
politician n.
politics n.
poll n./v.
pollute v.
pollution n.
porcelain n.
portion n./v.
portrait n.
poster n.
postpone(ment) v./(n.) pottery n.
pour v.
poverty n.
powder n./v.
practical adj.
precious adj.
preparation n.
presence n.
pretend v.
prevent v.
previous adj.
probable adj.
process n./v.
producer n.
product n.
professor n.
profit n./v.
promote v.
pronounce v.
proof n.
property n.
protection n.
pub n.
pump n./v.
punch n./v.
puppet n.
pure adj.
purse n.
queer adj.
quit v.
quote v./n.
racial adj.
rag n.
rank n./v.
rate n./v.
raw adj.
ray n.
razor n.
react v.
reaction n.
reasonable adj.
receipt n.
receiver n.
recognize v.
recorder n.
rectangle n.
reduce v.
regional adj.
regret v./n.
relax v.
release n./v.
reliable adj.
relief n.
religious adj.
rely v.
remain v.
remind v.
remote adj.
replace(ment) v./(n.) represent v.
representative adj./n. republic n.
request n./v.
reserve n./v.
resist v.
resource n.
response n.
responsibility n. restrict v.
reveal v.
ribbon n.
rid adj./v.
ripe adj.
risk n./v.
roar n./v.
roast adj./n./v. rob v.
robbery n.
robe n.
rocket n.
romantic adj./n. rot v./n.
rotten adj.
rough adj./adv./n. roughly adv.
routine n./adj. rug n.
rumor n./v.
rush n./v.
rust n./v.
sack n.
sake n.
salary n.
satisfactory adj. sauce n.
saucer n.
sausage n.
saving(s) n.
scale(s) n.
scarce adj.
scarf n.
scary adj.
scatter v./n.
scholar n.
scholarship n. scientific adj. scientist n.
scissors n.
scout n./v.
scream v./n. screw v./n.
scrub n./v.
seal n./v.
security n.
semester n. senior adj./n. sensible adj.
separation n. sexual adj.
sexy adj.
shadow n./v. shallow adj. shampoo n./v. shepherd n. shiny adj.
shorten v.
shortly adv. shovel n./v.
shrimp n.
shrink v.
sigh n./v.
signal n./v.
significant adj. silk n.
similarity n. sin n./v.
sincere adj. sink n./v.
sip v./n.
situation n. skate v./n.
ski n./v.
skillful adj.
skinny adj.
skip v./n.
slave n./v.
sleeve n.
slender adj.
slice n./v.
slippery adj.
slope n.
snap v./n.
solid adj.
someday adv.
somehow adv. sometime adv. sorrow n.
spaghetti n.
specific adj.
spice n./v.
spill v./n.
spin n./v.
spinach n.
spit v./n.
spite n.
splash n./v.
spoil v.
spray n./v.
spy n./v.
squeeze v./n.
squirrel n.
stable adj.
stadium n.
staff n./v.
stale adj.
stare v./n.
starve v.
statue n.
steady adj./v./adv./n. steal v.
steam n./v.
steep adj.
sticky adj.
stiff adj.
sting n./v.
stir v./n.
stitch n./v.
stomach n.
stool n.
stormy adj.
stove n.
strategy n.
straw n.
strength n.
strip n./v.
structure n.
stubborn adj. studio n.
stuff n./v.
substance n. subtract v.
suburb n.
suck v./n.
suffer v.
sufficient adj. suicide n.
sum n./v.
summary n.
summit n.
superior adj./n. surround v.
survey n./v.
survivor n.
suspect v./n./adj. suspicion n. swan n.
swear v.
sweat n./v.
swell v./n.
swift adj.
sword n.
tablet n.
tag n./v.
tailor n.
talent n.
talkative adj. tame adj./v.
tangerine n. tank n.
tap v./n.
tasty adj.
tease v.
technical adj. technique n. teenage adj. temper n.
temporary adj. tend v.
tender adj.
tent n.
terrific adj.
territory n.
thankful adj. theory n.
thirst n.
thread n./v.
threat n.
threaten v.
thumb n./v.
tide n.
tight adj./adv. tighten v.
timber n.
tobacco n.
ton n.
toss v./n.
tough adj.
tourism n.
tourist n.
tow n./v.
tower n.
trace n./v.
trader n.
trail n./v.
transport n./v. traveler n.
tray n.
trend n.
tribe n.
tricky adj.
troop n.
tropical adj. trumpet n.
trunk n.
truthful adj. tub n.
tug n./v.
tune n./v.
tunnel n./v. tutor n./v.
twin n.
twist n./v.
underlying v. underwear n. union n.
unique adj./n. unite v.
unity n.
urban adj.
vacant adj. van n.
vanish v.
variety n.
various adj. vary v.
vase n.
vehicle n.
verse n.
vest n.
victim n.
violence n. violent adj. violet adj./n. visible adj.
vision n.
vitamin n.
vivid adj.
vocabulary n. volleyball n.
volume n.
voter n.
wage(s) n.
wagon n.
wander v./n.
warmth n.
warn v.
waterfall n.
wax n./v.
weaken v.
wealthy adj.
weapon n.
weave v./n.
web n.
wed v.
weed n./v.
weekly adj./adv./n. weep v.
wheat n.
whip n./v.
whistle n./v.
wicked adj.
widen v.
wipe v./n.
wisdom n.
wrap v./n.
wrist n.
yearly adj./adv. yell v./n.
yolk n.
youngster n.
zipper n./v.
zone n./v.



第四級
abandon v.
absolute adj.
absorb v.
abstract adj.
academic adj.
accent n.
acceptance n.
access n./v.
accidental adj.
accompany v.
accomplish(ment) v./(n.) accountant n.
accuracy n.
accuse v.
acid n./adj.
acquaintance n.
acquire v.
adapt v.
addict n./v.
adequate adj.
adjust(ment) v./(n.) admirable adj.
admiration n.
admission n.
adopt v.
agency n.
agent n.
aggressive adj.
agreeable adj.
alcohol n.
alert adj./v./n.
allowance n.
alternative adj./n.
amateur adj./n.
ambiguous adj.
ambitious adj.
amuse(ment) v./(n.) analysis n.
analyze v.
ancestor n.
anniversary n.
annoy v.
annual adj.
anxiety n.
apology n.
apparent adj.
applicant n.
application n.
appoint(ment) v./(n.) appreciation n.
appropriate adj. approval n.
aquarium n.
arch n./v.
arise v.
arms n.
artificial adj.
artistic adj.
ashamed adj.
aspect n.
aspirin n.
assemble v.
assembly n.
assign(ment) v./(n.) assistance n.
associate adj./n./v. association n.
assurance n.
assure v.
athletic adj.
atmosphere n.
atom n.
atomic adj.
attach(ment) v./(n.) attraction n.
audio adj.
authentic adj.
authority n.
autobiography n. autograph n./v.
await v.
bald adj.
ballet n.
bandage n./v.
bankrupt adj./v./n. bargain n./v.
barrier n.
basin n.
battery n.
beggar n.
behavior n.
bin n.
biography n.
biology n.
blade n.
blend v./n.
blessing n.
blink v./n.
bloom n./v.
blossom n./v.
boast v./n.
bond n./v.
bounce v./n.
bracelet n.
breed n./v.
bridegroom/groom n. broke adj.
broom n.
brutal adj.
bulletin n.
burglar n.
cabinet n.
calculate v.
calculation n.
calorie n.
campaign n./v.
candidate n.
cane n.
canoe n./v.
capacity n.
capital(ism) n.
capitalist n.
cargo n.
carrier n.
carve v.
catalogue n./v.
category n.
cease v./n.
celebration n.
chamber n.
championship n. characteristic n./adj. charity n.
chemistry n.
cherish v.
chew v./n.
choke v./n.
chorus n.
circular adj.
circulate v.
circulation n.
circumstance n. civilian adj./n.
civilization n.
clarify v.
clash n./v.
classification n. classify v.
claw n./v.
cliff n.
clumsy adj.
coarse adj.
code n./v.
collapse n./v.
colleague n.
combination n. comedy n.
commander n.
comment n./v.
commerce n.
commit v.
communication n. community n.
companion n.
competition n. competitive adj. competitor n.
complicate v.
compose v.
composer n.
composition n. concentrate v.
concentration n. concept n.
concerning prep. concrete adj./n./v. conductor n.
conference n.
confess v.
confidence n.
confusion n.
congratulate v. congress n.
conquer v.
conscience n.
consequence n. consequent adj. conservative adj./n. consist v.
consistent adj. constitute v.
constitution n. construct v.
construction n. constructive adj. consult v.
consultant n.
consume v.
consumer n.
container n.
content n./adj.
content(ment) v./(n.) contest n./v.
context n.
continual adj.
continuous adj. contrary n./adj.
contrast n./v.
contribute v.
contribution n.
convenience n. convention n.
conventional adj. converse v.
convey v.
convince v.
cooperate v.
cooperation n.
cooperative adj./n. cope v.
copper n./adj.
cord n.
correspond v.
costume n.
cottage n.
council n.
counter n./v./adj./adv. courageous adj. courtesy n.
coward n.
crack n./v.
craft n.
creation n.
creativity n.
creep v.
critic n.
critical adj.
criticism n.
criticize v.
cruelty n.
crunchy adj.
crush n./v.
cube n./v.
cue n./v.
cunning adj./n. curiosity n.
curl n./v.
curse n./v.
curve n./v.
cushion n./v.
damp adj./n./v. deadline n.
declare v.
decoration n. defeat n./v.
defend v.
defense n.
defensible adj. defensive adj. definite adj.
delicate adj.
delight n./v.
delightful adj. demand n./v.
demonstrate v. demonstration n. dense adj.
depart v.
departure n.
dependent adj./n. depression n. deserve v.
desperate adj. despite prep.
destruction n. detective n./adj. determination n. device n.
devise v.
devote v.
dew n.
diagram n./v.
differ v.
digest n./v.
digital adj.
dignity n.
diligence n.
diligent adj.
diploma n.
diplomat n.
disability n.
disadvantage n./v. disappoint(ment) v./(n.) disaster n.
discipline n./v.
discourage(ment) v./(n.) disguise v./n.
disgust n./v.
dismiss v.
disorder n./v.
dispute n./v.
distinct adj.
distinguish v.
distinguished adj.
distribute v.
distribution n.
district n.
disturb v.
diverse adj.
diversity n.
divine adj.
divorce n./v.
dodge v./n.
dominant adj.
dominate v.
draft n./v.
dread n./v.
drift v./n.
drill n./v.
drowsy adj.
durable adj.
dusty adj.
dye n./v.
dynamic adj.
dynasty n.
earnest adj./n.
earphone n.
economic adj.
economical adj.
economics n.
economist n.
economy n.
efficiency n.
elastic adj./n.
electronics n.
elegant adj.
elementary adj.
eliminate v.
elsewhere adv.
embarrass(ment) v./(n.) embassy n.
emerge v.
emphasis n.
empire n.
enclose v.
encounter n./v.
endanger v.
endure v.
enforce(ment) v./(n.) engineering n.
enlarge(ment) v./(n.) enormous adj.
ensure v.
entertain(ment) v./(n.) enthusiasm n.
equality n.
equip(ment) v./(n.) era n.
essential adj./n.
establish(ment) v./(n.) estimate n./v.
ethnic adj./n.
evaluate v.
evaluation n.
eventual adj.
evidence n./v. evident adj.
exaggerate v. exception n.
exhaust n./v.
exhibit n./v.
expand v.
expansion n.
experimental adj. explanation n. explosion n.
explosive adj./n. expose v.
exposure n.
extend v.
extent n.
facial adj.
facility n.
faithful adj.
fame n.
fantastic adj.
fantasy n.
farewell n.
fasten v.
fatal adj.
favorable adj. fax n./v.
feast n./v.
feedback n.
ferry n./v.
fertile adj.
fetch v./n.
fiction n.
fierce adj.
finance n./v.
financial adj.
fireplace n.
flatter v.
flea n.
flee v.
flexible adj.
fluent adj.
flush v./n.
foam n./v.
forbid v.
forecast n./v.
formation n.
formula n.
fort n.
fortunate adj.
fossil n./adj.
foundation n.
founder n.
fragile adj.
frame n./v.
frequency n.
freshman n.
frost n./v.
frown n./v.
frustrate v.
frustration n.
fulfill(ment) v./(n.) functional adj. fundamental adj./n. funeral n.
furious adj.
furnish v.
furthermore adv. gallery n.
gaze n./v.
gear n./v.
gender n.
gene n.
generation n.
generosity n.
genius n.
genuine adj.
germ n.
gifted adj.
gigantic adj.
giggle n./v.
ginger n.
glimpse n./v.
globe n.
glorious adj.
goods n.
gown n.
grace n./v.
graceful adj.
gracious adj. graduation n. grammar n.
grammatical adj. graph n./v.
grateful adj.
gratitude n.
grave n./adj.
greasy adj.
greeting(s) n. grief n.
grind v./n.
guarantee v./n. guardian n.
guilt n.
guilty adj.
gulf n.
habitual adj.
halt n./v.
handwriting n. hardship n.
hardware n.
harmony n.
harsh adj.
haste n.
hasten v.
hatred n.
hawk n.
helicopter n. herd n./v.
hesitation n. hive n.
homeland n. honeymoon n./v. hook n./v.
horizon n.
horrify v.
hose n./v.
household n. housework n. humanity n.
humidity n.
hurricane n.
hush n./v.
hydrogen n.
identical adj. identification n. identify v.
idiom n.
idle adj./v.
idol n.
ignorance n. ignorant adj.
illustrate v.
illustration n. imaginary adj. imaginative adj. imitate v.
imitation n.
immigrant n. immigrate v. immigration n. impact n./v.
imply v.
impose v.
impression n. incident n.
including prep.
incredible adj.
indication n.
infant n.
infection n.
inflation n.
influential adj.
informative adj.
ingredient n.
initial adj./n./v.
injure v.
innocence n.
input n./v.
insert v./n.
inspection n.
inspiration n.
inspire v.
install v.
instinct n.
instruct v.
instructor n.
insult n./v.
insurance n.
intellectual adj./n. intelligence n.
intend v.
intense adj.
intensity n.
intensive adj.
intention n.
interact v.
interaction n.
interfere v.
intermediate adj./n./v. interpret v.
interruption n.
intimate adj./n.
intuition n.
invade v.
invasion n.
invention n.
invest(ment) v./(n.) investigation n. involve(ment) v./(n.) isolate v.
isolation n.
issue n./v.
jealousy n.
keen adj.
kettle n.
kneel v.
knob n.
labor n./v.
laboratory/lab n. lag n./v.
landmark n.
landscape n./v.
largely adv.
launch v./n.
lawful adj.
lean v./adj.
learned adj.
lecture n./v.
lecturer n.
legend n.
leisurely adj./adv. lengthen v.
liar n.
librarian n.
license n./v.
lifeguard n.
limitation n.
linen n.
lipstick n.
liquor n.
literary adj.
literature n.
loan n./v.
lobster n.
logic n.
logical adj.
loosen v.
lousy adj.
loyal adj.
loyalty n.
luxurious adj. luxury n.
machinery n. magnetic adj. magnificent adj. makeup n.
manual n./adj. manufacture n./v. manufacturer n. marathon n.
margin n.
maturity n.
maximum adj./n. measurable adj. measure(s) n. mechanic n.
mechanical adj. memorable adj. memorial adj./n. memorize v.
merchant n.
mercy n.
mere adj.
merit n.
messenger n. messy adj.
microscope n. mild adj.
mill n./v.
millionaire n. miner n.
mineral n.
minimum adj./n. minister n.
ministry n.
mischief n.
miserable adj. misfortune n. mislead v.
misunderstand v. moderate adj. modest adj.
modesty n.
monitor n./v.
monument n.
moreover adv. motivate v.
motivation n.
mountainous adj. muddy adj.
mule n.
multiple adj.
murderer n.
murmur n./v.
mutual adj.
mysterious adj. namely adv.
nationality n.
needy adj.
neglect n./v.
negotiate v.
nevertheless adv. nightmare n.
noble adj./n.
nonsense n.
nowadays adv. nuclear adj.
numerous adj. nursery n.
nutritious adj. obedience n.
obedient adj.
objection n.
objective n./adj. observation n.
obstacle n.
obtain v.
occasional adj. occupation n. occupy v.
offend v.
offense n.
offensive adj.
opera n.
oppose v.
option n.
orbit n./v.
orchestra n.
orientation n. orphan n./v.
otherwise adv. outcome n.
outstanding adj. oval adj./n.
overcoat n.
overcome v.
overlook v.
overnight adv./adj. overthrow v.
oxygen n.
pace n./v.
panel n.
parachute n./v. paragraph n.
partial adj.
participation n. partnership n. passive adj.
pasta n.
paw n./v.
peculiar adj.
peep n./v.
peer n./v.
penalty n.
percent n.
percentage n. perfection n.
perfume n./v.
permanent adj. persuasion n. persuasive adj. pessimistic adj. pest n.
phenomenon n. philosopher n. philosophical adj. philosophy n. photography n. physical adj.
physician n.
physicist n.
physics n.
pickle n.
pioneer n./v.
plentiful adj.
plot n./v.
plum n.
plumber n.
poisonous adj. polish n./v.
popularity n.
portable adj.
portray v.
possess v.
possession n. postage n.
potential adj./n. precise adj.
predict v.
prediction n.
pregnancy n.
pregnant adj.
presentation n. preservation n. preserve v.
prevention n.
prime adj./n.
primitive adj.
priority n.
privacy n.
privilege n./v.
procedure n.
proceed v.
productive adj. profession n.
professional adj./n. profitable adj.
prominent adj. promising adj. promotion n.
prompt v./adj./n. pronunciation n. proposal n.
prosper v.
prosperity n.
prosperous adj. protein n.
protest n./v.
psychological adj. psychologist n. psychology n. publication n.
publicity n.
publish v.
publisher n.
pursue v.
pursuit n.
quarrel n./v.
quilt n./v.
quotation n.
radar n.
rage n./v.
rainfall n.
raisin n.
realistic adj.
rebel n./v.
recall v./n.
reception n.
recipe n.
recognition n. recovery n.
recreation n.
recycle v.
reduction n.
refer v.
reference n.
reflect v.
reflection n.
reform n./v.
refugee n.
refund n./v.
refusal n.
regarding prep. register v./n.
registration n. regulate v.
regulation n.
rejection n.
relaxation n.
relevant adj.
relieve v.
reluctant adj.
remark n./v.
remarkable adj. remedy n./v.
renew v.
repetition n.
representation n. reputation n.
rescue n./v.
research n./v. researcher n. resemble v.
reservation n. resign v.
resignation n.
resistance n.
resolution n.
resolve v./n.
respectable adj. respectful adj.
restore v.
restriction n.
retain v.
retire(ment) v./(n.) retreat n./v.
reunion n.
revenge n./v.
revise v.
revision n.
revolution n.
revolutionary adj./n. reward n./v.
rhyme n./v.
rhythm n.
riddle n.
robber n.
romance n.
route n./v.
ruin v./n.
rural adj.
rusty adj.
sacrifice n./v.
satellite n.
satisfaction n.
scarcely adv.
scenery n.
scold v./n.
scoop n./v.
scratch n./v.
sculpture n./v.
secure v./adj.
seize v.
settler n.
severe adj.
sew v.
shade n./v.
shady adj.
shameful adj. shave v./n.
shelter n./v.
shift n./v.
sightseeing n. signature n./adj. significance n. sincerity n.
singular adj./n. site n./v.
sketch n./v.
skyscraper n. slight adj./n./v. slogan n.
socket n.
software n.
solar adj.
spade n.
spare adj./v./n. spark n./v.
spear n./v.
species n.
spiritual adj. splendid adj. split v./n.
sprinkle v./n. stab n./v.
statistic(s) n. status n.
stem n./v.
stereo n.
stingy adj.
stocking(s) n. strengthen v. stripe n.
strive v.
stroke n./v.
submarine n./adj. sue v.
suggestion n. summarize v. surgeon n.
surgery n.
surrender v./n. surroundings n. suspicious adj. sway n./v.
syllable n.
sympathetic adj. sympathy n.
systematic adj. technician n.
technological adj. telegraph n./v. telescope n.
tendency n.
tense adj./v.
tension n.
terror n.
theme n.
thorough adj.
thoughtful adj. tickle v./n.
timetable n.
timid adj.
tolerable adj.
tolerance n.
tolerant adj.
tolerate v.
tomb n.
tortoise n.
torture n./v.
tragedy n.
tragic adj.
transfer n./v.
transform v.
translate v.
translation n. translator n.
transportation n. tremble v./n.
tremendous adj. tribal adj.
triumph n./v.
troublesome adj. tumble v./n.
twig n.
universal adj./n. urge n./v.
urgent adj.
usage n.
vacancy n.
vain adj.
vast adj.
vegetarian n. vessel n.
violate v.
violation n.
virtue n.
virus n.
visual adj.
vital adj.
voluntary adj. volunteer n./v. voyage n./v.
waken v.
website n.
welfare n.
wink n./v.
wit n.
witch/wizard n. withdraw v.
witness n./v.
workout n.
workplace n. wreck n./v.
yawn n./v.
youthful adj.



第五級
abnormal adj.
abolish v.
abortion n.
abrupt adj.
absurd adj.
abundant adj.
abuse n./v.
accelerate v.
accessible adj.
accommodate v. accommodation n. accord n./v.
accounting n.
acknowledge(ment) v./(n.)
acquaint v.
acquisition n.
activist n.
acute adj.
administration n. administrative adj. administrator n.
adolescent adj./n. adore v.
adverse adj.
advocate n./v.
affection n.
agenda n.
aggression n.
agony n.
agricultural adj.
aisle n.
alcoholic adj./n.
alien adj./n.
allergic adj.
allergy n.
alliance n.
allocate v.
ally n./v.
alongside prep./adv. alter v.
alternate adj./v./n. amend v.
ample adj.
analyst n.
anonymous adj.
anticipate v.
antique adj./n.
applause n.
appliance n.
apt adj.
architect n.
architecture n.
arena n.
arouse v.
array n.
arrogant adj.
articulate v./adj.
ass n.
assault n./v.
assert v.
assess(ment) v./(n.) asset n.
assumption n.
astonish(ment) v./(n.) athletics n.
attendance n.
attic n.
attorney n.
attribute v.
auction n./v.
authorize v.
autonomy n.
awe n./v.
backyard n.
ballot n./v.
ban n./v.
banner n.
barren adj.
batch n.
behalf n.
belongings n. beloved adj./n. beneficial adj. betray v.
beware v.
bias n./v.
bid n./v.
biological adj. bizarre adj.
blast n./v.
blur n./v.
blush n./v.
bodyguard n. bolt n./v.
bonus n.
boom n./v.
boost v./n.
booth n.
boredom n.
bound v./n.
boundary n.
boxer n.
breakthrough n. briefcase n.
bronze n./adj. browse v./n.
bruise n./v.
bulk n.
bully n./v.
bureau n.
bureaucracy n. burial n.
butcher n./v.
calcium n.
canal n.
canvas n./v.
capability n.
carbon n.
carnival n.
casino n.
cathedral n.
caution n./v.
cautious adj. celebrity n.
cemetery n.
ceremony n. certainty n.
certificate n./v. chaos n.
chapel n.
characterize v. chef n.
choir n.
chord n.
chore n.
chronic adj.
chubby adj.
chunk n.
circuit n.
cite v.
citizenship n. civic adj.
clarity n.
clause n.
cling v.
clinical adj.
cluster n./v.
cocaine n.
coffin n.
cognitive adj. coherent adj. coincidence n. collaboration n. collective adj./n. collector n.
colonial adj./n. columnist n.
combat n./v.
comedian n.
commentary n. commentator n. commission n./v. commitment n. commodity n.
communism n. communist adj./n. commute v.
commuter n.
compact adj./n./v. comparable adj. compassion n. compassionate adj. compatible adj. compel v.
compensate v.
compensation n. competence n. competent adj.
complexity n.
compliance n.
complication n. compliment n./v. comply v.
component n./adj. compound n./v./adj. comprehend v. comprehension n. comprise v.
compromise n./v. compulsory adj. conceal v.
concede v.
conceive v.
conception n.
condemn v.
conduct v./n.
confession n.
confidential adj. confine v.
conform v.
confront v.
confrontation n. consecutive adj. consensus n.
consent n./v.
conservation n. considerate adj. constitutional adj./n. constraint n.
consultation n.
consumption n. contagious adj. contaminate v.
contemplate v.
contemporary adj./n. contempt n.
contend v.
continental adj. contractor n.
contradiction n. controversial adj. controversy n.
conversion n.
convert v.
convict v./n.
conviction n.
coordinate v./n./adj. copyright n./v.
core n.
corporate adj.
corporation n.
correlation n.
correspondent n. corridor n.
corrupt adj./v.
corruption n.
counsel n./v.
counselor n.
courteous adj. coverage n.
credibility n.
creek n.
cripple v./n.
criterion/criteria n. crucial adj.
crude adj.
cruise n./v.
crystal n./adj.
cuisine n.
currency n.
curriculum n.
custody n.
customs n.
deadly adj./adv. debris n.
debut n.
decay n./v.
deceive v.
decent adj.
declaration n.
decline n./v.
dedicate v.
defendant n.
deficit n.
defy v.
delegate n./v.
delegation n.
deliberate adj./v. democrat n.
denial n.
density n.
depict v.
deploy v.
depress v.
deputy n.
derive v.
descend v.
descriptive adj. despair n./v.
destination n.
destiny n.
destructive adj. devotion n.
diagnose v.
diagnosis n.
dialect n.
diameter n.
diaper n.
digestion n.
dilemma n.
dimension n.
diminish v.
diplomatic adj.
directory n.
