第一級
while conj./n./v.
white adj./n.
who pron.
whose pron.
why adv./n.
wide adj./adv.
wife n.
will aux./n.
win v./n.
wind n./v.
window n.
wise adj.
wish v./n.
with prep.
without prep./adv.
woman n.
wonderful adj.
word n.
work n./v.
worker n.
world n.
worry v./n.
write v.
writer n.
wrong adj./adv./n./v.
yard n.
year n.
yellow adj./n./v.
yes/yeah adv./n.
yesterday adv./n.
yet adv./conj.
you (your, yours, yourself, yourselves) pron.
young adj./n.
zero n.
zoo n.


第二級
absence n.
absent adj./v.
accept v.
accident n.
account n./v.
active adj.
activity n.
actual adj.
addition n.
address v./n.
admit v.
adult n./adj.
advance n./v.
advice n.
affair n.
affect v.
against prep.
ahead adv.
aid n./v.
aim n./v.
aircraft n.
alarm n./v.
album n.
alike adv./adj.
alive adj.
alone adv./adj.
aloud adv.
altogether adv.
among prep.
amount n./v.
ancient adj.
anger n.
angle n.
ankle n.
anytime adv.
anyway adv.
anywhere/anyplace adv.
ape n.
appearance n.
appetite n.
apply v.
appreciate v.
approach n./v.
argue(argument) v./(n.)
army n.
arrange(ment) v./(n.)
arrival n.
arrow n.
article n.
artist n.
asleep adj.
attempt n./v.
attend v.
attention n.
author n./v.
available adj.
average adj./n./v.
avoid v.
backpack n./v.
backward adj.
backward/backwards adv.
badminton n.
bake v.
bakery n.
balance n./v.
balcony n.
balloon n.
bar n./v.
barbecue n./v.
barber n.
bark n./v.
base n./v.
basic adj.
basics n.
basis n.
bathe v.
battle n./v.
beard n.
beat v./n.
beauty n.
beer n.
beg v.
beginner n.
behave v.
being n.
belief n.
bend v./n.
better adj./adv./n./v.
beyond prep./adv.
bill n./v.
billion n.
birth n.
biscuit n.
bit n.
blackboard n.
blame v./n.
blank adj./n.
blanket n./v.
blood n.
board n./v.
boil n./v.
bone n.
bookstore n.
border n./v.
bother v./n.
brain n.
branch n./v.
brand n.
brief adj./n./v.
brilliant adj.
broad adj.
brush n./v.
building n.
bun n.
burden n./v.
burn v./n.
burst n./v.
businessman n.
cabbage n.
café/cafe n.
cage n./v.
calendar n.
calm v./adj./n
camel n.
cancel v.
cancer n.
candle n.
capital n./adj.
cartoon n./v.
cash n./v.
castle n.
cause n./v.
ceiling n.
cell n.
centimeter n.
central adj.
century n.
cereal n.
chain n./v.
chalk n./v.
challenge n./v.
channel n./v.
chapter n.
character n.
charge n./v.
chart n.
chase n./v.
cheat v./n.
cheer v./n.
chemical adj./n.
chess n.
chief adj./n.
childhood n.
childish adj.
china n.
chopstick(s) n.
claim n./v.
clap v./n.
classic adj./n.
classical adj.
classmate n.
clever adj.
click v./n.
climate n.
cloth n.
clothing n.
cloudy adj.
coal n.
coast n.
cockroach/roach n.
cocoa n.
coin n./v.
cola/Coke n.
college n.
comb n./v.
combine v.
comic(s) adj./n.
command n./v.
commercial adj./n. company n.
compare v.
complete adj./v. complex adj./n.
concern n./v.
conclude v.
condition n./v.
confident adj.
conflict n./v.
congratulation(s) n. connection n.
consider v.
consideration n. contact n./v.
contain v.
continue v.
contract n./v.
control n./v.
conversation n. corn n.
countryside n.
couple n./v.
courage n.
court n.
cowboy n.
crayon n.
cream n./adj.
create v.
crime n.
crisis n.
crow n.
crowd n./v.
cultural adj.
culture n.
cure n./v.
curious adj.
current adj./n.
curtain n./v.
custom n.
customer n.
cycle n./v.
daily adj./adv./n.
damage n./v.
dancer n.
danger n.
data n.
deaf adj.
debate n./v.
debt n.
decision n.
deer n.
degree n.
delay n./v.
delicious adj.
deliver v.
delivery n.
dentist n.
deny v.
department n.
depend v.
depth n.
describe v.
description n.
desert n./v.
design n./v.
detail n./v.
develop(ment) v./(n.) dial n./v.
dialogue n.
diamond n.
diary n.
diet n./v.
difference n.
difficulty n.
direct adj./v./adv.
direction n.
director n.
disagree(ment) v./(n.) disappear v.
discover v.
discovery n.
discuss v.
discussion n.
disease n.
display n./v.
distance n.
distant adj.
divide v./n.
division n.
domestic adj.
dot n./v.
double adj./v./n./adv. doubt n./v.
dove n.
download v.
downstairs adv./n./adj. dragon n.
drama n.
drawer n.
drawing n.
drug n./v.
dryer n.
due adj./adv./n.
dull adj./v.
duty n.
eagle n.
earn v.
earring(s) n.
earthquake n.
ease n./v.
eastern adj.
edge n./v.
edition n.
11
高中英文參考詞彙表
education n.
effect n./v.
effective adj.
effort n.
elder n./adj.
electric adj.
electrical adj.
emotion n.
emphasize v.
employ(ment) v./(n.) employee n.
employer n.
empty adj./v.
encourage(ment) v./(n.) ending n.
enemy n.
energy n.
engine n.
entire adj.
entrance n.
environment n.
environmental adj. equal adj./v./n.
escape v./n.
especially adv.
essay n.
eve n.
event n.
evil n./adj.
exact adj.
examination/exam n. examine v.
excite(ment) v./(n.) excuse v./n.
exist v.
existence n.
exit n./v.
expense n.
expert n./adj.
express v./adj./adv./n.
expression n.
extra adj./adv./n.
eyebrow/brow n. factor n.
failure n.
fair adj./n./adv.
false adj.
fashion n./v.
fate n.
fault n./v.
favor n./v.
favorite adj./n.
fear n./v.
feature n./v.
fee n.
feeling n.
fellow n.
female adj./n.
fever n.
field n.
figure n./v.
final adj./n.
fireman/firewoman n. firm n./adj./v./adv.
fisherman n.
fit v./adj./n./adv.
fix v./n.
flag n.
flat adj./adv./n.
flight n.
flow n./v.
flu n.
focus n./v.
fog n./v.
folk n.
following adj./prep./n. foolish adj.
football n.
force n./v.
forest n.
forgive v.
form n./v.
formal adj.
former adj.
forth adv.
forward adj./n./v.
forward/forwards adv. found v.
fox n.
freedom n.
friendship n.
fries n.
fry v./n.
function n./v.
furniture n.
further adv./adj./v. gain v./n.
garbage n.
gardener n.
garlic n.
gather v.
general adj./n.
generous adj.
gentle adj.
gentleman n.
giraffe n.
glue n./v.
goal n.
goat n.
gold n./adj.
golden adj.
goose n.
govern v.
government n.
gradual adj.
grain n.
gram n.
grand adj.
grape n.
greet v.
12
依級別排序 第二級
growth n.
guard n./v.
guava n.
guest n.
guide n./v.
gun n./v.
gymnasium/gym n. haircut n.
hall n.
hamburger/burger n. handle v./n.
handsome adj.
hardly adv.
heaven n.
hero/heroine n.
highly adv.
highway n.
hike n./v.
hip n.
hippopotamus/hippo n. historical adj.
hole n.
hop v./n.
host/hostess n.
huge adj.
human adj./n.
humble adj.
hunt v./n.
hunter n.
hurry v./n.
ideal adj./n.
identity n.
ignore v.
ill adj./adv./n.
image n.
imagine v.
importance n.
impressive adj.
improve(ment) v./(n.) include v.
income n.
increase v./n.
indeed adv.
independence n.
independent adj.
indicate v.
individual adj./n.
industry n.
influence n./v.
ink n./v.
insist v.
instance n.
instant adj./n.
instead adv.
instruction n.
instrument n.
internal adj.
international adj.
Internet/internet n. introduce v.
introduction n.
iron n./v./adj.
jam n./v.
jog v./n.
joint adj./n.
journal n.
judge n./v.
judgment/judgement n. justice n.
keeper n.
ketchup n.
kilogram n.
lack n./v.
lady n.
ladybug n.
lamb n./v.
lane n.
lantern n.
lap n.
latest adj.
latter adj.
law n.
lay v.
leadership n.
leaf n.
legal adj.
lend v.
length n.
lens n.
liberal adj.
lid n.
lift v./n.
likely adj./adv.
limit n./v.
link n./v.
liquid n.
listener n.
liver n.
load n./v.
local adj./n.
lone adj.
loss n.
lower v.
luck n.
magazine n.
maintain v.
major adj./n./v.
male adj./n.
manage(ment) v./(n.) manager n.
mango n.
manner n.
marriage n.
marry v.
mask n./v.
mass n.
master n./v.
mat n.
match n.
mate n./v.
13
高中英文參考詞彙表
material n.
mature adj.
meaning n.
means n.
measure(ment) v./(n.) medical adj.
melody n.
membership n.
memory n.
mention v./n.
message n.
metal n./adj.
meter n.
method n.
midnight n.
mile n.
military adj./n.
minor adj./n.
minority n.
mirror n./v.
mix n./v.
mixture n.
model n./v.
mood n.
mop n./v.
motion n.
motorcycle n.
mug n.
musical adj./n.
musician n.
nail n.
narrow adj./v.
nation n.
natural adj.
naughty adj.
nearby adj./adv.
nearly adv.
necessary adj.
necklace n.
needle n.
negative adj./n.
neighbor n.
neither adj./adv./pron./  conj.
nephew n.
nerve n.
nervous adj.
network n./v.
niece n.
nod n./v.
none pron./adv.
noodle n.
nor conj.
northern adj.
notebook n.
novel n./adj.
nut n.
obey v.
object n./v.
obvious adj.
occur v.
ocean n.
offer v./n.
official adj./n.
operate v.
operator n.
opinion n.
ordinary adj.
organ n.
organization n.
origin n.
owner n.
pain n./v.
painful adj.
painting n.
pajamas n.
pale adj.
pan n.
panda n.
papaya n.
pardon n./v.
participate v.
particular adj. partner n.
password n.
paste n./v.
path n.
patient n./adj.
pattern n./v.
peace n.
peaceful adj.
peach n.
peak n./v.
pear n.
per prep.
perfect adj./v./n. period n.
personal adj.
personality n. phrase n./v.
pillow n.
pizza n.
plain adj./n.
platform n.
playground n. pleasant adj.
plus prep./n./adj. poem n.
poet n.
poetry n.
poison n./v.
policeman/cop n. policy n.
pop n./adj.
population n. pork n.
port n.
pose v./n.
position n./v.
positive adj./n.
14
依級別排序 第二級
possibility n.
post n./v./adv.
postcard n.
pound n.
powerful adj.
praise n./v.
pray v.
prayer n.
prefer v.
president n.
press n./v.
pressure n./v.
pride n./v.
priest n.
primary adj.
prince/princess n. principal adj./n. principle n.
print n./v.
printer n.
prison n.
prisoner n.
private adj.
prize n./v.
produce v./n.
production n.
progress n./v.
project n.
promise n./v.
proper adj.
propose v.
protect v.
protective adj.
prove v.
provide v.
pudding n.
pumpkin n.
punish(ment) v./(n.) pupil n.
puppy n.
purple adj./n.
purpose n.
puzzle n./v.
quality n.
quantity n.
quiz n.
railroad/railway n. raincoat n.
range n./v.
rapid adj.
rare adj.
rat n.
rather adv.
reality n.
realize v.
receive v.
recent adj.
record n./v.
recover v.
refrigerator/fridge n. refuse v.
regard n./v.
region n.
regular adj./n.
reject v.
relate v.
relation n.
relationship n.
religion n.
remove v.
rent n./v.
repair n./v.
reply n./v.
require(ment) v./(n.) respect n./v.
respond v.
responsible adj. restroom n.
result n./v.
return v./n.
review n./v.
riches n.
rocky adj.
role n.
roof n./v.
rooster n.
royal adj.
rub v./n.
rubber n.
rude adj.
runner n.
safety n.
sail v./n.
sailor n.
salesperson/salesman/ saleswoman n.
salty adj.
sample n./v.
sand n./v.
sandwich n./v.
satisfy v.
saw v./n.
scare v./n.
scared adj.
scene n.
schedule n./v.
scooter n.
score n./v.
screen n.
seafood n.
search n./v.
secondary adj.
secret adj./n.
section n.
seek v.
seem v.
seesaw n.
seldom adv.
select v./adj.
selection n.
15
高中英文參考詞彙表
self n.
selfish adj.
sense n./v.
sensitive adj.
separate adj./v. servant n.
serve v.
settle(ment) v./(n.) sex n.
shame n./v.
shark n.
sheet n.
shelf n.
shell n.
shine v./n.
shock n./v.
shoot v./n.
shopkeeper n. shore n.
shot n.
shut v./adj.
shy adj.
sidewalk n.
silence n./v.
silent adj.
silly adj.
silver n./adj.
similar adj.
simply adv.
single adj./n./v. skill n.
skilled adj.
skin n.
sleepy adj.
slide n./v.
slip v./n.
slipper(s) n.
smooth adj./v. snack n./v.
snail n.
snowy adj.
soap n./v.
soccer n.
social adj.
society n.
sock(s) n.
soda n.
soft adj.
soil n.
solution n.
solve v.
somewhat adv. sort n./v.
soul n.
sour adj./n./v.
source n.
southern adj.
soybean n.
speaker n.
speech n.
speed n./v.
spelling n.
spider n.
spirit n.
spoon n.
sport n./v.
spot n./v.
spread v./n.
stage n./v.
stamp n./v.
standard adj./n. state(ment) v./(n.) steak n.
steel n./v.
step n./v.
stick v./n.
stomachache n. stone n./v.
storm n./v.
stranger n.
strawberry n.
stream n./v.
stress n./v.
stretch n./v.
strict adj.
strike n./v.
struggle n./v.
style n./v.
subway/underground/ metro n.
succeed v.
success n.
such adj./pron.
sudden adj./n.
suggest v.
suit n./v.
suitable adj.
super adj./adv.
supper n.
supply n./v.
support n./v.
suppose v.
surf v.
surface n./v.
survival n.
survive v.
swallow v./n.
sweater n.
sweep v.
swim v./n.
swimsuit n.
swing n./v.
switch n./v.
symbol n.
system n.
tale n.
target n./v.
task n./v.
tax n./v.
teapot n.
16
依級別排序 第三級
tear n./v.
technology n.
teens n.
temperature n.
term n./v.
terrorism n.
terrorist adj.
text n.
textbook n.
therefore adv.
thief n.
thirsty adj.
thought n.
throughout prep./adv. thunder n./v.
thus adv.
till conj./prep.
tiny adj.
tire v./n.
tissue n.
title n./v.
toast n./v.
tofu n.
tone n.
tongue n.
toothache n.
toothbrush n.
tour n./v.
toward/towards prep. track n./v.
trade n./v.
tradition n.
traditional adj.
trap n./v.
trash n./v.
travel n./v.
treasure n./v.
trial n.
triangle n.
trick n./v.
true adj./adv./v. trust v./n.
truth n.
tube n.
turtle n.
typhoon n.
typical adj.
ugly adj.
umbrella n.
unit n.
universe n.
university n.
unless conj.
upload v.
upon prep.
upper adj.
upset adj./v./n.
upstairs adv./adj./n. used adj.
user n.
usual adj.
vacation n./v.
valley n.
valuable adj.
value n./v.
victory n.
view n./v.
village n.
vote n./v.
waist n.
waiter/waitress n. wallet n.
war n.
wash v./n.
waste n./v.
watermelon n. wealth n.
wedding n.
weekday n.
weigh v.
weight n.
western adj./n.
whale n.
whatever adj./pron. wheel n.
whenever conj./adv. wherever adv./conj. whisper n./v.
whoever pron.
whole adj./n.
whom pron.
width n.
wild adj./adv./n.
willing adj.
windy adj.
wine n.
wing n.
wire n.
within prep./adv.
wolf n.
wonder v./n.
wood(s) n.
wooden adj.
wool n.
workbook n.
worm n./v.
worse adj./adv./n. worst adj./adv./n.
worth adj./n.
wound n./v.
yam n.
youth n.
zebra n.



第三級
aboard prep./adv. acceptable adj.
accurate adj.
ache n./v.
achieve(ment) v./(n.) additional adj.
admire v.
advanced adj.
advantage n.
adventure n.
advertise(ment)/ad v./(n.)
advise v.
adviser/advisor n. afford v.
afterward/afterwards adv.
agriculture n.
airline n.
alley n.
almond n.
alphabet n.
amaze(ment) v./(n.) ambassador n.
ambition n.
ambulance n.
angel n.
announce(ment) v./(n.) anxious adj.
anyhow adv.
apart adv.
apologize v.
appeal n./v.
approve v.
apron n.
armed adj.
arrest n./v.
ash n.
aside adv.
assist v.
assistant n.
assume v.
athlete n.
attitude n.
attract v.
attractive adj.
audience n.
automatic adj.
automobile/auto n. avenue n.
awake adj./v.
awaken v.
award n./v.
aware adj.
awful adj.
awkward adj.
background n. bacon n.
bacteria n.
badly adv.
baggage n.
bait n./v.
bamboo n.
bang n./v./adv.
banker n.
bare adj./v.
barely adv.
barn n.
barrel n.
basement n.
bay n.
bead n.
beam n./v.
beast n.
beetle n.
beneath prep.
benefit n./v.
berry n.
besides adv./prep. bet v./n.
bind v.
bitter adj.
bleed v.
bless v.
bloody adj.
blouse n.
bold adj.
bomb n./v.
bookcase n. boot n./v.
bore v./n.
bowling n.
brake n./v.
brass n./adj. bravery n.
breast n.
breath n.
breathe v.
breeze n./v.
brick n.
bride n.
broadcast n./v. brunch n.
bubble n./v. bucket n.
bud n./v.
budget n./v. buffalo n.
buffet n.
bulb n.
bull n.
